b;rw;rfz;rwz;rfz;rfz;resub;resub;rwz;resub -z;
rw;resub;rfz;rfz;rw;resub;rfz;resub;rw;resub -z;
rf;rfz;rf;resub;rfz;resub -z;rw;b;rw;b;
rwz;rfz;rwz;resub -z;resub;resub -z;rf;resub;b;rf;
b;resub -z;rfz;rw;rw;resub;rf;rwz;b;b;
resub;rfz;resub;resub -z;rw;resub -z;rfz;rw;rwz;b;
rfz;rwz;rw;resub -z;resub -z;b;b;rwz;rf;rw;
rfz;resub;resub;b;rw;rfz;rwz;b;b;b;
rw;rfz;resub -z;b;resub;resub;rf;rwz;resub;rf;
rfz;resub;resub -z;rfz;b;rf;rfz;rfz;resub -z;rfz;
b;rfz;resub;rf;rwz;rw;rwz;rfz;resub;rf;
resub -z;rwz;resub;rwz;resub -z;resub -z;b;rwz;rfz;rfz;
resub;rwz;resub;b;rf;rwz;b;resub -z;rw;rfz;
b;resub;resub -z;rw;rwz;rfz;b;rw;rf;resub -z;
rwz;rfz;rfz;rfz;rf;resub;resub -z;resub -z;rw;rw;
rfz;rw;rf;b;resub;b;rfz;rf;rfz;b;
rwz;rfz;resub -z;rfz;resub;rwz;rfz;resub -z;rw;rwz;
rwz;resub -z;resub -z;resub;resub -z;b;rwz;rwz;rw;rwz;
b;b;rf;rf;rw;rf;rw;rf;resub;rw;
resub;resub -z;b;rwz;rw;rwz;rwz;resub;rf;resub -z;
b;rfz;rwz;rfz;rw;resub -z;rf;b;rfz;rfz;
resub;rf;rw;rfz;rfz;rwz;rw;resub -z;rwz;rfz;
b;rwz;rw;rw;resub;resub -z;rw;b;rf;resub -z;
rw;resub;resub -z;resub;b;resub -z;rf;resub -z;b;b;
b;rw;resub;b;resub;rfz;rfz;resub -z;rf;b;
rf;rwz;resub;rfz;rf;rfz;rf;resub;resub -z;rf;
rfz;resub;b;rwz;rf;resub -z;rfz;rwz;resub -z;rw;
rf;rf;rf;rw;resub -z;rwz;rw;b;resub;rfz;
b;b;rw;resub -z;rf;rwz;resub -z;b;rwz;rfz;
rw;resub -z;resub -z;rw;b;resub -z;rw;resub -z;rf;resub;
rwz;rw;b;rfz;rw;rw;b;rfz;resub -z;resub -z;
rf;rw;rf;resub -z;resub -z;resub -z;rf;rfz;rfz;resub -z;
resub -z;rf;resub;rf;resub -z;resub;rw;b;b;resub -z;
rf;rfz;rf;rwz;b;b;b;rfz;resub -z;rwz;
rwz;rwz;resub -z;resub;resub;rfz;rf;b;rwz;rwz;
rf;resub -z;rw;rfz;rfz;rf;rf;resub;rwz;rwz;
resub;rfz;rwz;rw;rw;resub -z;rw;resub;resub -z;resub;
rw;b;resub;rw;rfz;rw;resub -z;rwz;rw;rw;
rwz;rf;rw;rfz;rw;rf;rwz;b;rfz;resub;
rfz;b;rfz;rfz;resub -z;rfz;resub;rf;resub -z;resub;
rfz;rwz;rfz;b;rwz;resub -z;rw;b;rw;resub -z;
resub -z;rf;resub -z;resub -z;rw;rf;resub -z;resub -z;resub -z;resub;
rf;b;b;b;resub -z;rwz;rwz;b;resub;resub;
b;rfz;rwz;rf;rwz;rfz;resub;rwz;resub;rwz;
rf;b;rf;resub;resub -z;rw;rwz;rw;rwz;rfz;
rw;rfz;rf;resub -z;resub -z;rf;rf;rfz;resub -z;resub;
resub;b;resub;rwz;resub -z;rfz;resub;rf;b;rwz;
rwz;resub -z;rf;rf;rw;resub -z;resub;rw;resub;rf;
b;rw;rw;resub -z;resub -z;b;b;resub;b;resub;
resub;rfz;rw;rf;rf;resub -z;rf;b;rw;rwz;
b;resub -z;b;rf;b;rw;resub;resub -z;rf;rfz;
rwz;resub;rw;resub -z;resub -z;rfz;resub -z;rf;b;rw;
rw;resub;resub;rf;resub;b;rwz;rfz;rw;resub;
rwz;b;b;rwz;rwz;rw;resub -z;resub -z;resub -z;resub -z;
rw;b;rf;b;b;resub;resub -z;resub;rfz;resub;
b;rf;rfz;rf;b;resub -z;b;b;b;rw;
rw;resub -z;resub;resub -z;rfz;resub;rw;rwz;resub -z;rwz;
rfz;rwz;b;b;resub;rf;rfz;rf;resub;rw;
resub;rwz;resub;rw;rw;b;rwz;b;rwz;rf;
resub;rfz;rfz;rf;rw;rf;rwz;rwz;b;rf;
rw;rw;rw;rfz;rfz;rfz;rwz;resub;b;resub -z;
resub -z;resub;resub;rfz;rfz;resub -z;rf;resub -z;rfz;rwz;
rwz;resub;rfz;resub;rw;rw;b;rfz;b;rw;
rwz;resub;rwz;rw;resub -z;rf;rfz;resub;b;resub;
rfz;rfz;resub;rwz;rfz;resub;rw;rw;rfz;rw;
rfz;rfz;resub -z;rwz;rf;b;rfz;rfz;rw;rw;
rfz;b;rf;b;resub -z;rwz;b;rfz;rw;rw;
rw;resub -z;rf;resub -z;rf;rfz;rw;rwz;rfz;rwz;
resub -z;rwz;resub -z;rfz;rwz;rw;rwz;b;rf;rw;
resub;rw;b;rfz;rw;resub -z;rw;rw;rf;b;
resub;rwz;rfz;b;resub;rfz;resub;resub -z;resub -z;rf;
b;rwz;rw;rw;resub;rfz;resub;rfz;rw;rf;
rfz;b;rf;rfz;resub -z;rf;resub -z;rw;rfz;b;
rw;rfz;resub -z;rwz;rf;rw;rw;rw;resub;rw;
resub;rw;rfz;rfz;rwz;rfz;resub;rfz;rf;b;
rf;resub -z;rfz;resub;resub;b;b;rf;rfz;rf;
rf;rwz;b;rw;rfz;rf;rw;resub -z;rw;resub -z;
rfz;rw;resub -z;rfz;resub -z;resub -z;rwz;rw;b;rfz;
b;rfz;rw;b;resub;rfz;rfz;rf;b;b;
resub;rwz;resub -z;b;resub -z;rf;rfz;resub;resub -z;rwz;
rf;rfz;resub;rfz;resub -z;rfz;b;rf;rwz;resub;
rwz;rf;resub;resub;resub -z;rfz;rfz;rf;b;rfz;
rw;rfz;rwz;resub;resub -z;rf;resub -z;resub -z;resub -z;resub -z;
rwz;rwz;resub -z;b;rf;rf;rw;resub -z;resub;resub;
resub -z;resub -z;rfz;rf;rwz;rf;rw;resub -z;rfz;resub;
resub -z;b;rwz;resub;b;resub;resub;rwz;rwz;b;
resub -z;resub -z;rwz;rwz;resub -z;b;rfz;rfz;resub;rwz;
rw;rfz;rwz;rfz;b;resub -z;resub;rf;b;resub -z;
rf;rwz;rwz;b;resub;b;resub;b;b;b;
b;rfz;resub -z;b;rw;b;b;rwz;resub -z;rf;
resub -z;b;rw;resub -z;rwz;b;rf;resub;rfz;rfz;
rwz;rwz;rw;resub -z;rf;rfz;rfz;rfz;rfz;b;
rfz;b;resub -z;rw;b;b;rfz;rfz;resub -z;resub;
resub -z;resub;rw;rwz;rf;rwz;b;rfz;rf;resub -z;
rf;rf;rwz;resub -z;rwz;rw;rf;rw;resub -z;rf;
rw;rw;resub -z;resub;rw;resub;rwz;rwz;b;b;
rwz;rf;b;resub -z;resub -z;resub -z;rfz;rw;rwz;rfz;
rwz;b;rwz;b;b;rf;rfz;rfz;rw;resub -z;
rwz;resub;rf;rw;resub -z;rf;rwz;rf;rfz;resub;
resub;resub;b;b;resub;rfz;rfz;resub -z;resub -z;resub -z;
rf;rf;rfz;resub;resub;b;rw;rw;rf;resub;
rf;rfz;resub -z;rwz;rfz;b;b;b;rf;rf;
rwz;rfz;rf;resub;rf;rw;resub -z;rwz;rw;rw;
resub;rwz;rw;rwz;rf;resub;rwz;rw;rwz;resub;
b;resub -z;rfz;rf;rwz;b;resub -z;rwz;rw;rf;
b;rw;rwz;b;rfz;rwz;resub -z;rfz;rf;rfz;
rf;rf;rwz;resub -z;resub;rf;rw;rwz;rw;resub -z;
resub;rf;rw;resub -z;rfz;rw;rf;rfz;b;rf;
rw;b;rfz;resub -z;rfz;resub;resub;rwz;rw;resub -z;
b;rf;rwz;rf;b;resub -z;rw;rw;rwz;resub;
rfz;resub;rfz;resub;resub;b;rfz;rf;rwz;rwz;
b;rw;b;resub -z;rfz;resub;rw;resub;resub -z;rf;
b;rwz;b;resub -z;resub;rfz;rf;rwz;rfz;resub;
resub;b;rwz;rfz;rfz;rf;rf;rw;resub -z;resub -z;
rfz;resub;b;rfz;b;rfz;rwz;rw;rfz;resub;
rw;rfz;resub;rw;b;rf;rfz;rwz;rw;rw;
rw;rw;rf;resub -z;resub;resub -z;rfz;rfz;resub -z;rf;
rw;resub;rfz;rw;rw;rwz;resub;resub;resub;resub;
b;resub -z;rf;b;b;resub -z;rf;resub -z;rwz;rfz;
rf;resub -z;rw;b;rfz;rf;rf;rf;rfz;rf;
rw;rwz;b;b;resub -z;b;b;rfz;rwz;rf;
rwz;b;rf;rfz;rwz;resub;rw;rfz;rf;rfz;
rfz;b;rwz;resub -z;b;resub;resub -z;rw;rw;rwz;
rfz;resub;rf;resub -z;rfz;resub;rfz;rw;rw;rwz;
b;rf;resub;rwz;rfz;rf;b;resub;rf;resub -z;
resub -z;resub;rw;resub;rf;b;resub;b;resub;rwz;
resub -z;b;rw;resub -z;rw;rfz;resub;resub;resub;rfz;
rf;b;rwz;rfz;rf;rw;rfz;rf;b;resub;
resub;resub;resub -z;rwz;rw;b;rfz;rw;b;rfz;
rw;resub;rw;rfz;rwz;rfz;resub;rfz;b;rwz;
resub -z;rw;resub -z;resub -z;resub;rwz;rw;rf;rf;rfz;
resub;resub;b;b;rfz;rwz;rw;rw;rf;b;
rw;b;rf;resub -z;rf;rfz;rw;rfz;b;resub;
rfz;resub -z;b;rfz;rfz;rwz;rw;rfz;rf;resub -z;
resub;rw;rwz;rw;resub -z;rwz;b;rfz;resub -z;resub;
resub;rwz;b;resub -z;rf;rfz;rwz;rfz;rfz;rw;
b;resub;rwz;resub;resub -z;resub -z;rw;resub;rf;rwz;
rw;rfz;rf;rwz;rfz;rwz;resub;resub;resub -z;rf;
resub;resub -z;rwz;rw;rfz;rf;rf;resub;resub -z;b;
rw;rf;b;resub -z;b;rwz;rw;resub -z;rfz;resub -z;
rwz;resub -z;resub -z;rf;resub -z;resub;resub;rfz;rw;rw;
resub;rwz;rwz;resub -z;resub -z;rf;resub -z;rwz;resub;resub -z;
b;rwz;rw;rw;resub -z;resub;b;rw;resub;rfz;
rw;resub;rw;rwz;rf;b;rwz;resub;resub -z;b;
b;rwz;b;rwz;b;rwz;resub -z;rwz;resub -z;resub -z;
rfz;b;rwz;resub;rw;rw;rf;rw;rfz;b;
resub -z;resub -z;rwz;rwz;rf;b;rf;rw;resub -z;resub;
rwz;rfz;resub;rwz;resub -z;rfz;resub;resub;resub -z;b;
rwz;rf;resub;rf;rw;resub;resub;rwz;rf;rf;
resub -z;rfz;rfz;b;resub;rf;rw;b;rfz;rwz;
rfz;b;b;rfz;rfz;rw;rfz;resub -z;resub -z;rwz;
rwz;rw;rw;b;rw;resub;rw;resub -z;rfz;resub -z;
rwz;b;resub -z;b;b;rf;rf;rfz;rfz;rw;
rfz;rf;resub;resub;b;rwz;resub;resub -z;resub -z;resub -z;
rfz;rfz;resub;rwz;rw;rw;rw;rfz;rfz;rf;
rw;resub;rw;resub;rfz;rw;b;rw;resub -z;resub;
rf;b;rf;rf;resub;resub;resub;rw;b;rfz;
b;rfz;resub -z;rw;rw;b;rfz;rwz;b;rf;
rwz;resub;b;resub;resub -z;rwz;b;resub -z;b;resub -z;
rf;resub;rw;rw;rfz;rw;rf;rf;rf;resub;
rfz;resub -z;resub -z;rw;rf;resub -z;b;resub -z;rf;resub -z;
rw;rw;rwz;resub;rwz;rwz;rw;resub -z;rw;rfz;
resub -z;b;rwz;rfz;rw;rw;rf;b;resub;b;
b;rwz;resub;rw;rf;resub -z;b;rf;b;rwz;
resub;b;rfz;rw;b;rfz;rf;resub;rwz;b;
resub -z;rfz;resub;rf;rf;resub;resub;b;rw;rfz;
b;resub;b;rfz;b;resub;rw;rf;rwz;b;
rw;rf;resub -z;rw;rf;b;resub;rfz;resub;rwz;
resub -z;b;b;rwz;rf;resub;resub;rw;resub;b;
b;resub;rw;rw;rf;rw;b;rf;rwz;resub;
rwz;rw;rwz;rf;resub;resub -z;rw;rw;resub;resub -z;
resub;rf;b;b;resub;rf;b;resub;resub -z;rwz;
rwz;rwz;rfz;rfz;rfz;resub -z;resub;rfz;resub;rfz;
resub -z;rfz;resub -z;rf;b;resub -z;b;rf;b;rfz;
b;rfz;rw;resub;rfz;rf;resub -z;rw;rfz;rwz;
rfz;resub;resub -z;resub -z;rf;b;resub -z;rf;rwz;resub;
rwz;rwz;resub -z;b;resub -z;b;rwz;b;resub -z;rw;
rwz;rw;rfz;rwz;b;rw;rf;b;b;rw;
rfz;resub;b;rf;b;resub -z;resub;rfz;resub -z;resub -z;
b;resub -z;rfz;b;resub -z;resub;b;resub -z;rwz;resub;
rw;rwz;rf;b;b;resub;rw;resub;resub -z;resub;
b;rf;resub -z;rw;resub -z;resub;resub;rw;rw;rfz;
rfz;rfz;rw;resub -z;rfz;rf;rw;b;rf;resub -z;
rwz;resub;rw;rwz;resub -z;resub;resub -z;b;rf;rwz;
resub;rf;resub;rw;resub;rwz;rf;b;rf;rw;
rf;rw;rfz;resub;rf;rf;rwz;rw;resub;rw;
rfz;b;resub;rwz;resub;resub;rwz;rf;resub -z;resub;
rw;rf;resub;rwz;resub;rf;rwz;rf;rf;rfz;
rf;rw;rfz;b;rf;resub -z;b;rwz;rw;resub;
rfz;resub;resub -z;rf;rwz;rfz;resub -z;b;resub;rwz;
rfz;rwz;b;rwz;rwz;rfz;b;b;rf;rfz;
rwz;rf;rfz;rw;rfz;rwz;b;rwz;b;rfz;
rf;resub;resub;rfz;resub -z;rwz;rwz;resub -z;rfz;rwz;
rw;rw;b;rf;rfz;resub;rw;rw;rwz;b;
rf;resub -z;rfz;rf;rfz;rwz;resub -z;rw;rf;rwz;
b;resub -z;rf;resub -z;rw;rw;resub -z;rfz;rf;resub -z;
rwz;resub -z;b;rfz;resub -z;rwz;rw;resub;rfz;rwz;
rwz;rf;rw;resub -z;rw;rfz;b;rfz;resub;rf;
b;rf;b;rwz;rf;b;rwz;b;rf;rf;
resub -z;rw;b;rw;rw;resub -z;rf;rwz;resub;b;
rf;rfz;rwz;rwz;rf;resub;b;rfz;resub -z;resub;
rf;rf;resub;rf;rfz;rf;rw;rw;b;resub -z;
resub;b;rfz;rw;resub;rwz;rw;resub;b;resub;
rf;rf;rw;resub -z;rw;rf;rf;b;b;rwz;
resub -z;rf;rfz;rwz;rwz;rfz;rfz;rf;rw;rf;
rwz;rfz;rw;rw;b;resub -z;resub -z;b;rwz;resub -z;
rw;rw;rfz;b;rfz;resub;rf;resub;rfz;rw;
resub;resub;rfz;rw;rw;resub;resub -z;b;rf;b;
rf;rfz;resub -z;rwz;rw;resub;rw;resub;resub -z;b;
b;rwz;rw;rwz;rfz;rfz;rw;rw;resub;b;
rf;resub -z;b;rfz;rfz;resub;rf;rwz;resub -z;resub;
rf;rwz;b;rfz;rwz;resub -z;resub;rfz;resub -z;resub;
rf;rwz;rfz;rw;resub -z;rwz;resub;rw;rwz;resub;
resub;rw;rf;rf;b;resub;rw;resub;rwz;rwz;
rf;rwz;resub -z;resub;resub -z;rwz;rf;rfz;resub -z;b;
rw;b;rwz;resub -z;b;resub;resub;b;rwz;rfz;
resub -z;rf;b;rf;rf;rwz;rfz;rf;rfz;resub;
rfz;rw;rfz;b;rf;rfz;resub;b;rf;resub -z;
rfz;b;rfz;rf;resub;rwz;rf;rfz;rwz;resub;
rw;rw;b;rwz;resub -z;rw;rfz;b;resub -z;b;
resub -z;resub -z;resub;resub;rf;resub -z;resub;rw;resub;resub -z;
resub -z;rf;rwz;rf;rf;b;rw;rw;rwz;rwz;
rf;rw;rf;rf;resub -z;resub;b;rfz;resub -z;rfz;
resub -z;rf;rfz;resub -z;b;resub;rw;rwz;resub;rfz;
rfz;rw;rf;rwz;rw;rwz;resub;b;resub -z;rw;
rf;rwz;rfz;b;rw;rfz;rfz;resub;resub -z;rw;
b;b;rf;b;rfz;resub;rw;rw;resub -z;resub -z;
rw;rwz;rw;resub;resub -z;resub;rw;resub;rwz;rwz;
rfz;rfz;b;b;rf;rf;rfz;b;rw;rfz;
resub;resub;rfz;resub -z;rf;rwz;rfz;resub;rw;rwz;
rfz;b;rfz;rw;rfz;rf;resub;rf;rf;rwz;
rw;rf;rw;rw;resub -z;resub -z;rwz;rw;resub -z;b;
rw;resub;b;rwz;resub -z;rw;rwz;resub -z;rwz;rfz;
resub;rfz;rwz;resub;rfz;rf;resub -z;rf;rf;resub;
rfz;rf;rwz;rwz;b;rw;rf;resub -z;rw;rw;
resub -z;rw;rwz;b;rfz;resub;rfz;resub;resub -z;rf;
resub -z;rw;rf;rwz;rf;resub -z;rfz;rf;b;resub;
rf;rfz;rwz;rfz;rwz;resub -z;resub;rw;rf;rwz;
resub;resub -z;rw;resub;rw;resub -z;rf;rw;rfz;resub;
resub;rwz;b;rw;rfz;rfz;b;resub -z;resub -z;rwz;
rfz;resub -z;rw;rwz;rf;rw;resub;b;resub;resub -z;
rf;resub;rwz;rw;rf;resub -z;resub;rwz;rfz;resub -z;
rfz;resub -z;rf;rw;b;rw;resub -z;resub;rf;resub;
resub;resub;rw;rf;b;rwz;rf;resub -z;resub -z;resub;
b;rwz;b;resub;b;resub -z;b;b;rwz;rw;
rf;rfz;resub -z;rwz;resub;resub;resub;b;resub;rwz;
rfz;b;rfz;rfz;rwz;rwz;rfz;b;rw;resub;
rw;rw;b;rf;rwz;resub;rwz;resub -z;resub;rfz;
resub -z;resub;b;rw;rf;resub;resub;b;rwz;b;
rwz;b;rfz;b;rfz;rfz;rwz;rf;resub -z;rfz;
resub;b;b;rfz;resub;resub;rfz;rwz;resub -z;rwz;
rfz;resub -z;rwz;resub;rfz;rw;b;b;rfz;rwz;
resub -z;resub -z;resub;rfz;resub;b;b;resub;rfz;b;
rf;rfz;rf;rw;rwz;resub -z;rwz;resub;rwz;rwz;
resub -z;resub -z;b;rfz;resub -z;rf;rfz;rf;rfz;rw;
rfz;resub -z;b;b;resub -z;rfz;resub -z;resub;rfz;rwz;
rf;rf;resub -z;resub -z;b;rf;rfz;rf;rw;rf;
rwz;rfz;b;rf;rwz;rfz;rw;b;rwz;resub -z;
b;rwz;rw;rf;rfz;rfz;rw;b;rf;rwz;
rf;rw;rfz;rfz;b;resub -z;resub;rw;rw;resub;
rf;resub -z;b;rw;rw;b;rfz;rwz;rwz;resub;
rwz;rwz;resub -z;rw;resub -z;rw;rf;rwz;rfz;b;
resub;b;rf;b;rw;resub;resub;rw;resub;resub;
rfz;rw;resub -z;rf;b;rfz;rfz;rw;rwz;b;
rf;rw;rwz;b;resub -z;rwz;rfz;resub -z;resub;rfz;
resub;resub;rw;rw;resub -z;b;rw;rf;rf;b;
rfz;rw;resub -z;rw;rf;resub -z;rw;rf;rw;rw;
b;rw;b;rfz;resub;resub -z;resub;rw;b;rwz;
rwz;rwz;rf;b;rfz;resub;rwz;b;rwz;rfz;
rwz;resub;rfz;rw;rw;b;resub -z;rwz;b;rfz;
resub -z;rfz;rfz;rw;resub -z;b;resub;rf;rf;rwz;
rw;b;b;resub -z;rw;b;rf;resub;rw;rw;
rf;rfz;rwz;b;rf;resub -z;rf;rw;rfz;rwz;
resub -z;rf;rw;rw;rf;rfz;rwz;b;resub;rf;
b;rfz;rwz;rf;rfz;b;rf;rw;b;rw;
rfz;rf;rf;b;rw;rfz;rf;rf;resub;resub -z;
b;rf;resub -z;b;rfz;rwz;rf;rw;rfz;rwz;
rf;resub -z;rfz;resub;rf;rfz;b;b;rw;rwz;
rw;resub;resub -z;rwz;rwz;rf;resub;resub -z;rf;resub;
rf;resub;rfz;rw;resub;rf;b;resub -z;rfz;rfz;
rwz;resub -z;rf;resub -z;rwz;resub;resub -z;rw;b;rw;
rw;rf;rw;rw;rw;resub -z;rwz;rfz;rf;rw;
resub;resub -z;rwz;resub;b;b;rf;resub -z;rf;rwz;
b;b;rf;rw;resub;resub;b;rw;b;rw;
rwz;rwz;rw;rfz;rfz;rwz;rf;rw;rf;rw;
rwz;b;rf;rwz;rwz;resub;rw;rwz;resub -z;resub;
rfz;rw;b;rwz;b;rf;rwz;rfz;resub;resub -z;
rwz;rwz;rw;rwz;rfz;resub;resub -z;resub;rwz;b;
rw;rfz;rw;rwz;rfz;rwz;rwz;rfz;resub;rf;
rf;resub -z;rfz;resub -z;rwz;rwz;rw;resub -z;rw;b;
rwz;resub -z;resub;rw;resub -z;resub;resub -z;b;resub;rf;
rw;rf;rw;rf;rf;rw;resub -z;rfz;rfz;rw;
resub -z;resub -z;rwz;rfz;resub -z;rf;b;rf;rw;b;
rw;resub -z;b;rw;rf;rfz;rf;resub -z;resub -z;rfz;
rfz;rw;rfz;rw;rwz;rf;rf;resub -z;rw;resub;
rfz;resub;rfz;rwz;rf;resub -z;rf;resub;rf;resub;
resub -z;b;rf;rfz;rwz;resub;resub -z;rwz;b;rfz;
resub -z;rw;rf;resub -z;rwz;rfz;rfz;rw;rwz;rwz;
resub;rfz;resub -z;rwz;rf;rf;rw;resub;resub;resub -z;
b;b;resub;resub;resub -z;rwz;resub;resub -z;resub -z;resub;
rw;resub -z;b;rf;b;rfz;rfz;rf;rf;resub;
b;rf;resub -z;resub;rfz;rfz;rwz;rwz;rw;resub -z;
rw;rwz;b;rwz;rf;resub;rfz;rw;rfz;resub -z;
rfz;rf;rfz;resub;rwz;b;resub -z;rf;rf;resub;
resub;rwz;rw;resub;rw;resub -z;b;resub -z;resub;rf;
rf;rw;rwz;rw;b;rwz;resub;rfz;rfz;resub;
resub;rf;rfz;rf;rf;rwz;rf;rw;resub;resub -z;
rw;rfz;b;rfz;rw;resub -z;b;b;b;resub;
rf;rw;rfz;resub -z;rfz;rw;rfz;resub -z;b;rw;
resub -z;rfz;b;rwz;rfz;rw;rf;resub;rf;rwz;
rfz;resub;rw;resub -z;rf;rw;resub;rfz;rfz;rwz;
rfz;rwz;rfz;rf;rw;rwz;b;rwz;b;resub -z;
rwz;rf;resub -z;rf;resub;rf;rwz;b;resub;rwz;
rf;resub -z;resub;resub -z;rf;rfz;rf;rfz;resub -z;resub;
rwz;resub;rfz;rf;rw;rf;rw;rw;rwz;rfz;
resub;rf;resub -z;resub -z;resub;b;rfz;rw;rwz;b;
rw;rwz;resub -z;resub -z;resub -z;resub;resub;resub;rf;resub -z;
resub -z;rwz;rwz;rw;resub -z;rf;resub;rwz;rwz;rf;
b;resub -z;b;rwz;rf;rw;resub;resub -z;rwz;resub;
rfz;rwz;b;resub -z;rf;rf;rw;b;b;rf;
rf;rf;resub;rfz;resub -z;rf;rf;b;resub -z;rw;
resub;rwz;rfz;resub -z;b;rw;b;rfz;rwz;resub;
b;rw;b;rfz;rfz;rw;rfz;rf;rw;rw;
rfz;rfz;rfz;rf;resub;b;rwz;resub;rfz;rw;
rfz;rw;rfz;rfz;resub -z;resub;b;resub -z;rfz;rfz;
rfz;b;b;rf;rfz;rfz;b;resub -z;resub -z;rw;
rwz;rwz;rfz;b;rwz;rfz;rw;rf;b;resub -z;
b;rwz;rw;resub -z;rwz;rwz;rw;resub -z;resub -z;resub -z;
resub -z;b;resub;rwz;b;resub -z;b;rwz;rwz;resub;
rwz;b;resub -z;resub -z;rf;resub -z;b;rwz;rf;rwz;
rwz;rf;rfz;rf;rf;rfz;resub -z;rwz;resub -z;rwz;
resub -z;resub;rf;rw;rw;rw;rf;rwz;rf;resub;
resub -z;rwz;rf;resub -z;rfz;rw;resub;rfz;resub -z;resub;
rwz;rf;resub;rw;rfz;rfz;rw;rf;rw;rwz;
resub -z;rwz;rw;resub -z;rfz;b;rw;resub;resub -z;rw;
rf;b;rwz;resub;resub;resub;b;rf;rw;b;
b;rfz;rwz;resub;resub;rwz;resub -z;resub;resub;rw;
resub -z;resub;resub -z;rf;rf;b;rfz;resub;b;rw;
resub;rw;rfz;resub;b;rw;rfz;resub -z;rf;rw;
rf;rw;rw;resub;resub;rf;rwz;rf;resub -z;rw;
rw;resub;rw;rwz;rfz;resub -z;rfz;resub;rwz;rfz;
rfz;resub -z;b;b;rfz;rw;resub -z;b;resub;rwz;
rfz;rf;rwz;rw;rf;resub -z;b;rfz;resub;b;
rf;rf;rfz;rwz;b;rf;b;rwz;rw;rfz;
rw;rwz;resub -z;rw;rw;resub;rwz;rfz;rf;rw;
rfz;rwz;b;resub;resub -z;rfz;rfz;rfz;rwz;resub -z;
rwz;rfz;b;rf;resub;rw;resub -z;resub -z;rwz;b;
rfz;rf;rw;rw;rf;resub;b;rwz;resub;rwz;
rf;b;b;rw;b;rfz;resub -z;rwz;resub -z;rfz;
resub;resub -z;resub -z;rfz;resub;resub;rfz;rf;rw;resub;
rf;b;b;rwz;rfz;resub -z;rfz;resub -z;b;rf;
resub -z;resub -z;rf;rfz;rfz;rwz;rw;rwz;rfz;resub;
rfz;rw;rf;rw;rfz;rfz;rwz;rw;resub;rf;
resub;resub;rfz;rf;resub;rwz;rf;rw;b;rf;
b;rfz;rfz;resub;rf;rfz;resub;rf;resub -z;resub -z;
resub;rwz;rfz;rfz;resub;resub;resub;resub -z;rw;rfz;
resub;resub;rf;resub -z;b;rf;b;rwz;b;rwz;
rw;b;rw;rw;resub;resub -z;rfz;rf;rfz;rfz;
resub -z;rw;rf;rfz;rw;resub;rw;rfz;rwz;b;
rw;rwz;rf;rw;rwz;resub;rf;rfz;resub;resub;
b;rwz;rwz;rw;b;rwz;resub -z;rwz;resub;resub;
rf;rw;resub -z;resub;resub;b;rwz;rf;b;rfz;
resub;rf;resub;rwz;rfz;rfz;rf;rf;b;rf;
rwz;resub -z;rw;rw;resub -z;rw;rfz;resub -z;rfz;resub;
resub;rf;b;rfz;rwz;rwz;resub -z;b;rf;rfz;
b;rwz;rfz;rw;resub;rf;rf;rf;resub -z;b;
resub;rw;rw;rwz;rwz;rfz;b;resub -z;rwz;rfz;
rw;rwz;rfz;rwz;resub -z;rw;b;resub;rw;rfz;
rwz;rwz;resub;rf;rf;rwz;resub;rf;rwz;b;
rf;resub;rwz;rwz;rwz;resub;rfz;rwz;rwz;rw;
rw;resub;rf;rwz;b;rfz;resub -z;rf;rw;rf;
resub;rfz;resub;rf;resub -z;resub -z;rw;rw;b;b;
resub -z;rfz;rfz;rw;rwz;rfz;rwz;rf;resub;rw;
rf;rw;resub -z;rwz;rw;rw;resub;rfz;rf;resub -z;
b;resub;rf;resub;rwz;rf;rw;rf;resub;b;
rwz;rf;rfz;rf;rfz;resub -z;rwz;rfz;rw;rfz;
b;rwz;rw;rf;rw;rf;rfz;rwz;b;resub -z;
rw;resub;rwz;b;rf;rf;resub -z;resub -z;rw;resub;
rfz;b;rf;rfz;resub -z;resub;rf;resub;rfz;resub;
resub;b;b;resub;b;resub -z;rwz;rfz;resub;resub -z;
rfz;resub;resub -z;b;rf;rwz;rfz;rfz;b;rw;
rw;rw;rw;resub;b;resub -z;b;resub -z;rf;rw;
resub -z;resub;b;rwz;resub -z;b;rwz;rw;rwz;rf;
rf;rf;resub;rf;rwz;rfz;resub;rwz;rwz;resub;
b;resub -z;resub -z;resub;rfz;rf;rw;rfz;rf;rfz;
rw;b;rf;rf;resub -z;rwz;rf;rfz;rwz;b;
resub -z;b;rwz;rfz;rfz;rw;rfz;b;rwz;rfz;
rwz;rf;rfz;resub;rwz;resub -z;rf;rw;rf;rfz;
resub;rwz;rfz;rw;rw;resub -z;resub -z;rwz;rfz;resub -z;
rfz;rwz;rf;rfz;b;rf;rw;resub -z;resub -z;b;
b;resub;resub -z;rf;b;rf;b;resub;rw;resub;
rw;rwz;resub;rwz;b;rwz;rwz;rf;resub -z;b;
rf;rw;rfz;rwz;b;rw;rwz;rfz;rwz;resub -z;
rf;resub -z;rfz;rw;rw;b;rf;rfz;resub;rf;
resub;b;b;rwz;resub -z;rw;rw;resub;b;rfz;
rwz;rf;rw;rfz;rwz;b;b;b;rf;resub;
